filepath,split,label_name,label_id
data\intel_Image_classification\seg_train\buildings\10672.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10695.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10699.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10717.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10720.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10730.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10744.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10754.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10756.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10790.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10792.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10798.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10805.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10809.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10812.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10828.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10831.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10832.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10842.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10849.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10865.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10872.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10878.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10886.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10892.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10899.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\1090.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10911.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10921.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10924.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\1093.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10936.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10963.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10978.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\10997.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11003.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11011.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11024.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11037.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\1104.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11042.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11045.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11054.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11055.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\1107.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11077.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11084.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11098.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11108.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11117.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\1112.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11131.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11157.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11173.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11181.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11187.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11197.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\112.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11203.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11209.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11226.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11235.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11244.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11249.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11259.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11274.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11278.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11290.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11302.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11305.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11306.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11307.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11309.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11315.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11316.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11317.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11323.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11334.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11338.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11345.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11349.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11363.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11366.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11371.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11374.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11378.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11410.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11418.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11425.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11428.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11458.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11471.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11477.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11483.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11494.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11499.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11502.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11523.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11530.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11560.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11568.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11569.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11570.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11594.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11595.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11599.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11601.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11605.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\1161.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11613.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11620.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11621.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11622.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11627.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11628.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11635.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11642.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11658.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11670.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11696.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11700.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11718.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11731.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11753.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11780.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11788.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11795.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11796.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11808.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11813.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11827.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11845.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11855.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11883.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11899.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11910.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11924.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11929.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\1193.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11937.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11941.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11945.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11947.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11959.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\1196.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11961.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11990.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11991.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11992.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\11993.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12000.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\1201.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12010.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12024.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12028.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\1204.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12042.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12050.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12058.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12060.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12063.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12065.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12067.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12068.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12070.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12091.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12103.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12134.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12135.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12144.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12157.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12160.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12168.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12169.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12171.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12172.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12193.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\1220.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12200.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\1221.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12221.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12223.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12231.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12232.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12233.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12244.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12257.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12263.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12265.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12268.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12273.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12280.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12288.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12290.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12295.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\1231.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12315.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12330.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12348.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12382.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12384.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12391.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12393.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12396.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12400.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12406.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12417.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\1242.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12426.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12427.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12432.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12435.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\1244.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12451.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12462.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\1248.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12489.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12494.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\125.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12500.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12507.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12512.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12513.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12517.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12533.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12535.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12536.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12540.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12543.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12544.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12551.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12552.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12555.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12561.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12578.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12590.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12602.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12615.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12617.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12629.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\1263.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12632.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12636.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12649.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12659.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12668.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12669.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12680.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12684.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12685.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12692.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12703.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12716.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12719.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12720.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12727.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12729.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\1273.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12733.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12734.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12736.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12741.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12744.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12755.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12758.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12761.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12766.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12770.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12782.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12789.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12802.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\1281.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12817.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12818.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12827.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12863.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12864.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12874.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12887.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\1291.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12913.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12925.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12930.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12934.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12938.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12939.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12942.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12943.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12963.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12973.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12982.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12990.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12994.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12996.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\12999.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\13008.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\13010.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\13023.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\13024.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\13027.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\1303.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\13050.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\13079.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\13082.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\1311.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\13111.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\13124.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\13131.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\13135.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\13143.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\1317.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\13170.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\13171.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\13183.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\13184.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\13188.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\13191.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\13213.jpg,train,buildings,0
data\intel_Image_classification\seg_train\buildings\13216.jpg,train,buildings,0
